,id,review,label
0,5423517,화려|한|영상|재밌|는|음악|때문|에|젤|좋|아|하|는|영화|가|됐|음,1
1,8877056,"전혀|긴장감|없|고|연기|는|어설프|고|,|,|엉성|하|게|따라|하|다|끝난|기분|,|,|배우|가|아깝|다|.",0
2,8191215,이미|많이|본|듯|한|소재|마스터즈|오브|호러|에|도|비슷|한|애|피|가|있|었|지|공포|소재|라|잔인|한|게|있|긴|했|지만,0
3,10056843,OST|부터|스토리|그리고|영상미|까지|다|좋|다,1
4,6208328,이걸|왜|봤|짘ㅋㅋ|도라에몽|극장판|재밌|다고|하|는|사람|들|정말|이해|가|않|되|ㅋㅋㅋ,0
5,4784148,나쁜|이|아니|라|불량|한|쓰레기|영화|일|뿐|이|다,0
6,8501010,엑소|짱짱|맨|완|젼|귀여|밍|ㅎ|엑소|는|진짜|예능|프로그램|에|나가|도|될|듯|?|ㅎ|이|프로그램|에서|새로운|모습|을|많이|본|것|같|넹|ㅎ|아무튼|!|!|더|열심|이|활동|하|시|길|.,1
7,9554732,넌|끝장|이|다|터미네이터|!,1
8,7876368,쩝|.|..,0
9,9704246,진부|한|스토리|지만|못난|수컷|을|절절|하|게|표현|한|임창정|신들린|연기|에|9|점|!|!,1
10,10051606,처음|으로|영화|를|보|며|공감|의|눈물|을|흘렸|다,1
11,9822982,점수|가|영화|에|비해|너무|낮|아서|별|좀|주|고|감|.|순수|의|시대|랑|비슷|한|평점|이|던데|비교|가|안|된다|.|청불|사극|중|베스트|에|드|는|영화|.,1
12,4410520,에이브릴|라빈|에|낚였|눼|ㅋ,0
13,6887996,"안|잤|어|,|난|안|잤|다구|!|!|와하하",0
14,436546,보|다가|지루|해서|.|..|30|분|보|면|끝|이|다|보이|는|영화,0
15,8165557,괜찬은|영화|라|생각|하|고|보|면|오산|입니다|.|낚였|다|.|...,1
16,8189086,밑|도|끝|도|없|네|.|..|3|류|가|그렇|듯|스토리|부재|.|..,0
17,9289180,배우|연기|좋|고|음악|좋|고|영화|는|쓰레기|다|.|기분|만|더럽|고|허무|한|엔딩|으로|메세지|가|없|다|.,0
18,9341201,내|가|티비|를|보|며|왜|이렇게|불쾌|해야|하나|이해|조차|안|가|던|혐오|스러운|절|도|6|화|.|4|회|부터|망|시즌|느낌|이|올|때|걍|때려쳤|어야|되|는데|뭐|하|러|두|번|을|더|봐서|발암|했을까|ㅜㅜ,0
19,7162524,재미있|었|어요|.|학원|에서|보|았|는데|즐거웠|어요|!,1
20,10102166,감동|적|이|고|좋|은|영환데|평점|이|너무|낮|아서|평점|입력|중,1
21,4916398,말|이|필요|없|네요,1
22,2056963,재미없|어,0
23,10124637,감독|이|얼마나|중요|한가|를|보여|주|는|영화|.|..|장르|를|바꿔|버린|대단|한|능력|.|.,0
24,9431078,훈훈|한|만남|.|.|.|가슴|따|듯|ㅈ|해짐,1
25,9582419,공포|영화|잘|보|는데|이건|무서웠|다고|드립|치|지|마|라|.|.|그건|그냥|못|보|는|거|다|.|여|튼|정의|는|승|★|리|★|한|★|다|ㅋㅋ|ㅋㅋ|주인공|이|못|돼|처먹|어서|전혀|이입|이|안|됐|지만|통쾌|한|맛|은|있|으므로|제|점수|는|요|.|..,0
26,9718024,참|편해|고|촣습니다|…|쵸|고|~~~,1
27,9647509,소|시민|한테|는|정부|가|괴물|이|아닐까|?,1
28,10122493,마초|를|위한|마초|b|급|영하,0
29,8679363,화끈|한|액션|신|이|어색|하|지|않|고|정말|최고|~,1
30,7750892,진짜|존나|웃겨|디|짐,0
31,10017080,ㅎㅎㅎ|김태희|는|얼굴|말|곤|볼꺼|없|는|듯|.|..|연기|에|내세우|지|말|길|.|.|영화|가|이래저래|별로|이|다|.|..,0
32,4048417,진정|한|자유|교육|에|대해|생각|해|보|게|하|였|다|.|정말|감동,1
33,6244785,골든|라즈베리|상|을|괜히|받|은|게|아냐|정말|부담|스럽|고|짜증|만|잔뜩|유발|하|는|영화,0
34,10214686,자연|은|어머니|만큼|위대|하|다|.,1
35,9731076,"배우|들|연기|는|좋|으나|내용|이|별로|고|,|특히|정유미|대사|는|오|글|거려서|못|듣|겠|다",0
36,9240288,안녕|하|세요|나온|학생|이|다시|나오|고|지방방송|및|타|방송|에서|소개|된|사람|재탕|하|는|건|.|..|소재|가|떨어지|니|재미있|을|리|가|?|??,0
37,5975302,주인공|여자|애|의|무술|실력|이|탁월|하|다|.|마지막|상처|부위|손가락|눌러|찌르|기|가|압권,1
38,8072377,인간|적|으로|평점|너무|낮|다|.|.|이건|아니|지|.|.,1
